Data Year,Utility Number,Utility Name,State,Total Revenue,Total Sales,Total Customers,Green Pricing,Net Metering,Demand Side Management,Time Based Programs
2012,5563,City of Earlville,IA,478,"4,934",446,N,N,N,N
2012,5583,City of Easton,MO,147,"1,653",107,N,N,N,N
2012,5584,East End Mutual Elec Co Ltd,ID,"1,449","23,000",727,N,N,N,N
2012,5586,Borough of East Conemaugh,PA,699.3,"5,689",726,N,N,N,N
2012,5630,City of Eaton Rapids - (MI),MI,"8,441","97,288","2,755",N,N,N,N
2012,5631,Town of Eatonville - (WA),WA,"1,852","27,745","1,170",N,N,N,N
2012,5650,City of Edgar- (NE),NE,532,"6,203",326,N,N,N,N
2012,5653,Village of Edgerton - (OH),OH,"2,457","26,022","1,125",N,N,N,N
2012,5655,Edinburg Municipal Utilities,IN,"7,178","79,922","2,735",N,N,N,N
2012,5686,City of El Dorado Springs - (MO),MO,"4,424.9","46,854","1,932",N,N,N,N
2012,5692,City of Eitzen,MN,217,"2,147",153,N,N,N,N
2012,5721,City of Elfin Cove,AK,174,246,79,N,N,N,N
2012,5728,City of Elba - (AL),AL,"4,621","46,720","3,285",N,N,N,N
2012,5732,City of Elbow Lake - (MN),MN,"1,533","15,060",855,N,N,Y,N
2012,5741,City of Eldorado - (OK),OK,319.1,"2,667",264,N,N,N,N
2012,5744,City of Electra,TX,"2,952","23,155","1,415",N,N,N,N
2012,5752,Village of Eldorado - (OH),OH,344,"3,852",277,N,N,N,N
2012,5762,Village of Elk Creek - (NE),NE,92.4,"1,035",61,N,N,N,N
2012,5771,City of Elk Point,SD,"1,529.4","18,088",944,N,N,N,N
2012,5794,Town of Elkton,VA,"1,708","17,760","1,072",N,N,N,N
2012,5795,City of Elsmore,KS,45,374,52,N,N,N,N
2012,5796,City of Ellaville,GA,"2,855","24,782",861,N,N,N,N
2012,5802,City of Ellinwood,KS,"1,965","14,747","1,232",N,N,N,N
2012,5827,City of Ellsworth - (IA),IA,537,"5,271",279,N,N,Y,N
2012,5828,Borough of Ellwood City - (PA),PA,"5,866","52,963","4,131",N,N,N,N
2012,5833,Village of Elmore,OH,"1,501","15,069",939,N,N,N,N
2012,5834,City of Elroy - (WI),WI,"1,892","22,068",850,N,N,Y,N
2012,5839,City of Elwood - (KS),KS,775.2,"5,437",550,N,N,N,N
2012,5850,City of Emerson - (NE),NE,705,"6,492",432,N,N,N,N
2012,5875,Village of Endicott - (NY),NY,"3,240","52,901","3,206",N,N,N,N
2012,5896,Town of Enfield,NC,"3,722","34,636","1,300",N,N,N,N
2012,5915,Village of Enosburg Falls,VT,"4,180.9","26,958","1,665",N,Y,N,N
2012,5919,City of Enterprise - (KS),KS,549,"5,208",343,N,N,N,N
2012,5927,Village of Endicott - (NE),NE,77,811,84,N,N,N,N
2012,5928,Town of Etna Green,IN,521,"5,189",370,N,N,N,N
2012,5932,City of Ephraim - (UT),UT,"2,974","34,869","2,499",N,N,N,N
2012,5945,City of Erath - (LA),LA,"2,029","16,208",965,N,N,N,N
2012,5957,City of Erie (KS),KS,"1,394","9,880",690,N,N,N,N
2012,5995,City of Estelline,SD,641.3,"7,078",403,N,N,Y,N
2012,6052,City of Evergreen - (AL),AL,"5,144","48,378","1,904",N,N,N,N
2012,6127,City of Fairbank,IA,815.6,"7,880",550,N,N,Y,N
2012,6130,City of Fairburn - (GA),GA,"7,263.9","62,045","2,902",N,N,N,N
2012,6136,Village of Fairmont - (NE),NE,511,"4,747",400,N,N,N,N
2012,6141,City of Fairfield- (IL),IL,"7,985","73,541","3,242",N,N,N,N
2012,6152,City of Fairview,OK,"2,990","28,593","1,636",N,N,N,N
2012,6154,Fairview City Corporation,UT,745,"7,405",784,N,N,N,N
2012,6155,"Farmers Electric Company, Ltd - (ID)",ID,197,"4,034",120,N,N,N,N
2012,6157,City of Faith - (SD),SD,536,"5,332",299,N,N,N,N
2012,6172,City of Fallon - (NV),NV,"9,506","75,749","4,857",N,N,N,N
2012,6178,City of Falmouth,KY,"1,263","16,938","1,367",N,N,N,N
2012,6192,City of Farmer City - (IL),IL,"2,232","19,287","1,329",N,N,N,N
2012,6199,Farmers Mutual Electric Co,IL,"2,593","19,810","1,529",N,N,N,N
2012,6203,City of Farmersville - (TX),TX,"2,207","30,303","1,625",N,N,N,N
2012,6206,Farmers Electric Coop Corp - (AR),AR,"9,336","84,817","5,116",N,N,Y,N
2012,6209,Town of Farmville - (NC),NC,"6,461","45,284","2,879",N,N,Y,N
2012,6210,City of Farnhamville - (IA),IA,520,"4,600",257,N,N,N,N
2012,6231,City of Fayette - (MO),MO,"2,515","20,146","1,200",N,N,N,N
2012,6274,City of Fennimore - (WI),WI,"2,750.9","34,283","1,409",N,Y,N,N
2012,6276,Town of Ferdinand - (IN),IN,"2,880","43,909",771,N,N,N,N
2012,6316,Fillmore City Corporation,UT,"2,509","33,546","1,160",N,Y,N,N
2012,6396,City of Flatonia - (TX),TX,"2,908","23,077","1,027",N,N,N,N
2012,6418,Town of Fleming - (CO),CO,275,"2,562",231,N,N,N,N
2012,6425,Flora Utilities,IN,"1,897.8","19,601","1,327",N,N,N,N
2012,6472,City of Floydada - (TX),TX,"2,169.2","18,908","1,325",N,N,N,N
2012,6496,City of Fonda,IA,390,"4,542",377,N,N,N,N
2012,6501,City of Fontanelle - (IA),IA,714,"6,068",429,N,N,Y,N
2012,6509,Town of Fort Laramie- (WY),WY,172.1,"1,250",163,N,N,N,N
2012,6598,City of Forsyth,GA,"7,347","80,884","2,442",N,N,N,N
2012,6609,City of Fort Meade - (FL),FL,"5,037","38,857","2,711",N,N,Y,N
2012,6613,Town of Fountain,NC,545,"4,353",315,N,N,N,N
2012,6618,Town of Fort Supply - (OK),OK,238.5,"2,021",198,N,N,N,N
2012,6627,City of Fosston - (MN),MN,"3,226","33,396",900,Y,N,N,N
2012,6711,Village of Frankfort - (NY),NY,"1,969.5","26,758","1,665",N,N,N,N
2012,6723,City of Franklin - (NE),NE,"1,229","11,027",700,N,N,N,N
2012,6735,Town of Frankton - (IN),IN,"1,568","17,834","1,093",N,N,N,N
2012,6750,City of Frederick - (OK),OK,"4,611","54,954","2,125",N,N,N,N
2012,6753,City of Fredonia - (AZ),AZ,570,"9,295",653,N,N,N,N
2012,6759,City of Fredericksburg - (IA),IA,"1,571","18,047",541,N,N,N,N
2012,6761,City of Fredericktown - (MO),MO,"4,643","44,940","1,938",N,N,Y,N
2012,6762,City of Fredonia - (KS),KS,"2,578.7","26,899","1,589",N,N,N,N
2012,6764,Village of Freeburg - (IL),IL,"4,556","38,980","2,142",N,N,N,N
2012,6780,Town of Fremont - (NC),NC,"1,686","12,790",806,N,N,N,N
2012,6793,City of Friend - (NE),NE,"1,041","11,457",675,N,N,Y,N
2012,6848,Fulton County Rural E M C,IN,"11,498.6","97,202","5,957",N,N,N,N
2012,6866,"G & K, Inc",AK,"1,906","2,686",117,N,N,N,N
2012,6896,City of Galt,MO,210,"2,772",151,N,N,N,N
2012,6915,Galena Electric Utility,AK,"2,930","4,678",379,N,N,N,N
2012,6924,City of Gallatin - (MO),MO,"1,900","14,757",963,N,N,N,N
2012,6931,City of Galva,KS,669,"5,660",454,N,N,N,N
2012,6970,City of Garrett,IN,"7,085","86,621","3,207",N,N,N,N
2012,6993,City of Gas City - (IN),IN,"5,580","59,574","3,136",N,N,N,N
2012,7048,City of Geary - (OK),OK,"1,069","9,801",682,N,N,N,N
