Data Year,Utility Number,Utility Name,State,County
2012,814,Entergy Arkansas Inc,AR,Union
2012,814,Entergy Arkansas Inc,AR,Van Buren
2012,814,Entergy Arkansas Inc,AR,White
2012,814,Entergy Arkansas Inc,AR,Woodruff
2012,814,Entergy Arkansas Inc,AR,Yell
2012,814,Entergy Arkansas Inc,TN,Tipton
2012,817,Arkansas Valley Elec Coop Corp,AR,Crawford
2012,817,Arkansas Valley Elec Coop Corp,AR,Franklin
2012,817,Arkansas Valley Elec Coop Corp,AR,Johnson
2012,817,Arkansas Valley Elec Coop Corp,AR,Logan
2012,817,Arkansas Valley Elec Coop Corp,AR,Madison
2012,817,Arkansas Valley Elec Coop Corp,AR,Newton
2012,817,Arkansas Valley Elec Coop Corp,AR,Pope
2012,817,Arkansas Valley Elec Coop Corp,AR,Scott
2012,817,Arkansas Valley Elec Coop Corp,AR,Sebastian
2012,817,Arkansas Valley Elec Coop Corp,AR,Yell
2012,817,Arkansas Valley Elec Coop Corp,OK,Adair
2012,817,Arkansas Valley Elec Coop Corp,OK,Le Flore
2012,817,Arkansas Valley Elec Coop Corp,OK,Sequoyah
2012,828,City of Arlington - (MN),MN,Sibley
2012,831,City of Arlington - (SD),SD,Brookings
2012,831,City of Arlington - (SD),SD,Kingsbury
2012,832,City of Arma,KS,Crawford
2012,871,Village of Arnold,NE,Custer
2012,878,Atmautluak Tribal Utilities,AK,Bethel
2012,887,"Arrowhead Electric Coop, Inc",MN,Cook
2012,887,"Arrowhead Electric Coop, Inc",MN,Lake
2012,902,Town of Ashburnham,MA,Worcester
2012,906,Town of Ashland,NH,Grafton
2012,907,City of Ashland - (OR),OR,Jackson
2012,911,City of Ashland - (KS),KS,Clark
2012,918,City of Aspen- (CO),CO,Pitkin
2012,925,"Ashley Chicot Elec Coop, Inc",AR,Ashley
2012,925,"Ashley Chicot Elec Coop, Inc",AR,Chicot
2012,925,"Ashley Chicot Elec Coop, Inc",AR,Drew
2012,925,"Ashley Chicot Elec Coop, Inc",LA,Morehouse
2012,942,Atchison-Holt Electric Coop,IA,Fremont
2012,942,Atchison-Holt Electric Coop,IA,Page
2012,942,Atchison-Holt Electric Coop,MO,Atchison
2012,942,Atchison-Holt Electric Coop,MO,Holt
2012,942,Atchison-Holt Electric Coop,MO,Nodaway
2012,942,Atchison-Holt Electric Coop,NE,Nemaha
2012,944,City of Athens - (AL),AL,Limestone
2012,947,Athens Utility Board,TN,McMinn
2012,963,Atlantic City Electric Co,NJ,Atlantic
2012,963,Atlantic City Electric Co,NJ,Burlington
2012,963,Atlantic City Electric Co,NJ,Camden
2012,963,Atlantic City Electric Co,NJ,Cape May
2012,963,Atlantic City Electric Co,NJ,Cumberland
2012,963,Atlantic City Electric Co,NJ,Gloucester
2012,963,Atlantic City Electric Co,NJ,Ocean
2012,963,Atlantic City Electric Co,NJ,Salem
2012,965,Atlantic Municipal Utilities,IA,Audubon
2012,965,Atlantic Municipal Utilities,IA,Cass
2012,965,Atlantic Municipal Utilities,IA,Pottawattamie
2012,965,Atlantic Municipal Utilities,IA,Shelby
2012,989,City of Attica,KS,Harper
2012,993,Auburn Board of Public Works,NE,Johnson
2012,993,Auburn Board of Public Works,NE,Nemaha
2012,993,Auburn Board of Public Works,NE,Richardson
2012,994,City of Auburn - (IN),IN,DeKalb
2012,995,City of Auburn - (IA),IA,Sac
2012,998,City of Augusta - (KS),KS,Butler
2012,1000,City of Augusta - (AR),AR,Woodruff
2012,1002,City of Aurelia - (IA),IA,Cherokee
2012,1004,City of Aurora - (SD),SD,Brookings
2012,1009,City of Austin - (MN),MN,Mower
2012,1015,Austin Energy,TX,Travis
2012,1015,Austin Energy,TX,Williamson
2012,1024,City of Ava - (MO),MO,Douglas
2012,1024,City of Ava - (MO),MO,Lafayette
2012,1028,Town of Avilla,IN,Noble
2012,1033,City of Axtell - (KS),KS,Marshall
2012,1036,Town of Ayden,NC,Pitt
2012,1046,City of Aztec - (NM),NM,San Juan
2012,1050,City of Azusa,CA,Los Angeles
2012,1062,BARC Electric Coop Inc,VA,Alleghany
2012,1062,BARC Electric Coop Inc,VA,Augusta
2012,1062,BARC Electric Coop Inc,VA,Bath
2012,1062,BARC Electric Coop Inc,VA,Highland
2012,1062,BARC Electric Coop Inc,VA,Rockbridge
2012,1080,City of Badger,SD,Kingsbury
2012,1101,Bagley Public Utilities Comm,MN,Clearwater
2012,1119,Town of Bainbridge,IN,Putnam
2012,1148,City of Baldwin City- (KS),KS,Douglas
2012,1149,Baldwin County El Member Corp,AL,Baldwin
2012,1149,Baldwin County El Member Corp,AL,Monroe
2012,1167,Baltimore Gas & Electric Co,MD,Anne Arundel
2012,1167,Baltimore Gas & Electric Co,MD,Baltimore
2012,1167,Baltimore Gas & Electric Co,MD,Baltimore City
2012,1167,Baltimore Gas & Electric Co,MD,Calvert
2012,1167,Baltimore Gas & Electric Co,MD,Carroll
2012,1167,Baltimore Gas & Electric Co,MD,Harford
2012,1167,Baltimore Gas & Electric Co,MD,Howard
2012,1167,Baltimore Gas & Electric Co,MD,Montgomery
2012,1167,Baltimore Gas & Electric Co,MD,Prince Georges
2012,1169,Bailey County Elec Coop Assn,TX,Bailey
2012,1169,Bailey County Elec Coop Assn,TX,Castro
2012,1169,Bailey County Elec Coop Assn,TX,Cochran
2012,1169,Bailey County Elec Coop Assn,TX,Lamb
2012,1169,Bailey County Elec Coop Assn,TX,Parmer
2012,1170,Bamberg Board of Public Works,SC,Bamberg
2012,1172,Bancroft Municipal Utilities,IA,Kossuth
2012,1175,"Bandera Electric Coop, Inc",TX,Bandera
2012,1175,"Bandera Electric Coop, Inc",TX,Bexar
2012,1175,"Bandera Electric Coop, Inc",TX,Kendall
2012,1175,"Bandera Electric Coop, Inc",TX,Kerr
2012,1175,"Bandera Electric Coop, Inc",TX,Medina
2012,1175,"Bandera Electric Coop, Inc",TX,Real
2012,1175,"Bandera Electric Coop, Inc",TX,Uvalde
2012,1176,City of Bandon - (OR),OR,Coos
2012,1176,City of Bandon - (OR),OR,Curry
2012,1179,Bangor Hydro-Electric Co,ME,Aroostook
2012,1179,Bangor Hydro-Electric Co,ME,Hancock
2012,1179,Bangor Hydro-Electric Co,ME,Penobscot
2012,1179,Bangor Hydro-Electric Co,ME,Piscataquis
2012,1179,Bangor Hydro-Electric Co,ME,Waldo
2012,1179,Bangor Hydro-Electric Co,ME,Washington
2012,1181,City of Bangor - (WI),WI,La Crosse
2012,1181,City of Bangor - (WI),WI,Monroe
2012,1192,City of Banning - (CA),CA,Riverside
2012,1196,Village of Baraga,MI,Baraga
2012,1201,Barbourville Utility Comm,KY,Knox
2012,1205,City of Bardwell - (KY),KY,Carlisle
2012,1208,Town of Bargersville,IN,Johnson
2012,1232,City of Barnesville - (GA),GA,Lamar
2012,1233,City of Barnesville - (MN),MN,Clay
2012,1251,Barron Electric Coop,WI,Barron
2012,1251,Barron Electric Coop,WI,Burnett
2012,1251,Barron Electric Coop,WI,Chippewa
2012,1251,Barron Electric Coop,WI,Dunn
2012,1251,Barron Electric Coop,WI,Polk
2012,1251,Barron Electric Coop,WI,Rusk
2012,1251,Barron Electric Coop,WI,Sawyer
2012,1251,Barron Electric Coop,WI,Washburn
2012,1273,"Bartlett Electric Coop, Inc",TX,Bell
2012,1273,"Bartlett Electric Coop, Inc",TX,Burleson
2012,1273,"Bartlett Electric Coop, Inc",TX,Milam
2012,1273,"Bartlett Electric Coop, Inc",TX,Williamson
2012,1276,"Barrow Utils & Elec Coop, Inc",AK,Lake and Peninsula
2012,1278,City of Barron,WI,Barron
2012,1279,Barry Electric Coop,MO,Barry
2012,1279,Barry Electric Coop,MO,McDonald
2012,1283,Bartholomew County Rural E M C,IN,Bartholomew
2012,1283,Bartholomew County Rural E M C,IN,Decatur
2012,1283,Bartholomew County Rural E M C,IN,Jackson
2012,1283,Bartholomew County Rural E M C,IN,Jennings
2012,1287,City of Bartlett - (TX),TX,Bell
2012,1287,City of Bartlett - (TX),TX,Williamson
2012,1299,"Barton Village, Inc",VT,Orleans
2012,1300,City of Bartow - (FL),FL,Polk
2012,1301,"Barton County Elec Coop, Inc",MO,Barton
2012,1301,"Barton County Elec Coop, Inc",MO,Cedar
2012,1301,"Barton County Elec Coop, Inc",MO,Dade
2012,1301,"Barton County Elec Coop, Inc",MO,Jasper
2012,1301,"Barton County Elec Coop, Inc",MO,Vernon
2012,1324,City of Bastrop - (TX),TX,Bastrop
2012,1325,City of Batavia,IL,Kane
2012,1326,Village of Bartley - (NE),NE,Red Willow
2012,1343,Bath Electric Gas & Water,NY,Steuben
2012,1346,City of Battle Creek- (NE),NE,Madison
2012,1353,City of Baudette - (MN),MN,Lake of the Woods
2012,1366,City of Bay City - (MI),MI,Bay
2012,1367,"Bayfield Electric Coop, Inc",MI,Gogebic
2012,1367,"Bayfield Electric Coop, Inc",WI,Ashland
2012,1367,"Bayfield Electric Coop, Inc",WI,Bayfield
2012,1367,"Bayfield Electric Coop, Inc",WI,Douglas
2012,1367,"Bayfield Electric Coop, Inc",WI,Iron
2012,1367,"Bayfield Electric Coop, Inc",WI,Sawyer
2012,1367,"Bayfield Electric Coop, Inc",WI,Vilas
2012,1374,City of Bayard,NE,Morrill
2012,1386,Village of Beach City- (OH),OH,Stark
2012,1386,Village of Beach City- (OH),OH,Tuscarawas
2012,1387,City of Benham,KY,Harlan
2012,1417,"Beartooth Electric Coop, Inc",MT,Carbon
2012,1417,"Beartooth Electric Coop, Inc",MT,Stillwater
2012,1417,"Beartooth Electric Coop, Inc",MT,Sweet Grass
2012,1417,"Beartooth Electric Coop, Inc",WY,Park
2012,1427,City of Beatrice - (NE),NE,Gage
2012,1434,Beaver City Corporation,UT,Beaver
